numberr,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,Info,messages
3237,662.6894418,127.0.0.1,127.0.0.1,MQTT,212,57679,1883,Publish Message [metaverse/facility2/floor3],"{""unit"": ""K"", ""long"": 63, ""description"": ""Room Temperature"", ""lat"": 73, ""range"": [10, 37], ""type"": ""temperature""}"
3238,662.8076463,10.0.2.15,91.121.93.94,MQTT,208,56513,1883,Publish Message [factory/building2/section2/humidity],"{""unit"": ""K"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 58, ""range"": [5, 43], ""type"": ""temperature""}"
3239,662.8935879,10.0.2.15,91.121.93.94,MQTT,196,46495,1883,Publish Message [university/department2],"{""unit"": ""F"", ""long"": 45, ""description"": ""Room Temperature"", ""lat"": 69, ""range"": [4, 30], ""type"": ""temperature""}"
3240,662.9364658,91.121.93.94,10.0.2.15,MQTT,195,1883,35239,Publish Message [university/department2],"{""unit"": ""F"", ""long"": 45, ""description"": ""Room Temperature"", ""lat"": 69, ""range"": [4, 30], ""type"": ""temperature""}"
3241,662.9365574,91.121.93.94,10.0.2.15,MQTT,195,1883,43133,Publish Message [university/department2],"{""unit"": ""F"", ""long"": 45, ""description"": ""Room Temperature"", ""lat"": 69, ""range"": [4, 30], ""type"": ""temperature""}"
3242,662.9424089,91.121.93.94,10.0.2.15,MQTT,195,1883,35239,Publish Message [university/department2],"{""unit"": ""F"", ""long"": 45, ""description"": ""Room Temperature"", ""lat"": 69, ""range"": [4, 30], ""type"": ""temperature""}"
3243,662.9908555,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=25),
3244,663.3031494,10.0.2.15,91.121.93.94,MQTT,187,46495,1883,Publish Message [factory/room1],"{""unit"": ""F"", ""long"": 64, ""description"": ""Room Temperature"", ""lat"": 61, ""range"": [9, 38], ""type"": ""temperature""}"
3245,663.8757313,127.0.0.1,127.0.0.1,MQTT,219,38975,1883,Publish Message [hospital/building2/floor3/humidity],"{""unit"": ""C"", ""long"": 69, ""description"": ""Room Temperature"", ""lat"": 75, ""range"": [0, 43], ""type"": ""temperature""}"
3246,663.8761359,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=3),
3247,663.876188,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=25),
3248,663.9750734,127.0.0.1,127.0.0.1,MQTT,204,38975,1883,Publish Message [factory/department2],"{""unit"": ""C"", ""long"": 68, ""description"": ""Room Temperature"", ""lat"": 58, ""range"": [3, 44], ""type"": ""temperature""}"
3249,664.3513649,10.0.2.15,91.121.93.94,MQTT,201,46495,1883,Publish Message [metaverse/department2/area0],"{""unit"": ""F"", ""long"": 82, ""description"": ""Room Temperature"", ""lat"": 57, ""range"": [2, 59], ""type"": ""temperature""}"
3250,664.3788128,91.121.93.94,10.0.2.15,MQTT,200,1883,35239,Publish Message [metaverse/department2/area0],"{""unit"": ""F"", ""long"": 82, ""description"": ""Room Temperature"", ""lat"": 57, ""range"": [2, 59], ""type"": ""temperature""}"
3251,664.9930156,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=26),
3252,665.1025997,127.0.0.1,127.0.0.1,MQTT,202,51249,1883,Publish Message [factory/facility2],"{""unit"": ""K"", ""long"": 79, ""description"": ""Room Temperature"", ""lat"": 66, ""range"": [3, 48], ""type"": ""temperature""}"
3253,665.2758689,127.0.0.1,127.0.0.1,MQTT,85,57679,1883,Publish Message [factory/room1],
3254,665.2840069,127.0.0.1,127.0.0.1,MQTT,85,47681,1883,Publish Message [factory/room1],
3255,665.6754387,10.0.2.15,91.121.93.94,MQTT,192,46495,1883,Publish Message [hospital/building2],"{""unit"": ""F"", ""long"": 49, ""description"": ""Room Temperature"", ""lat"": 84, ""range"": [7, 35], ""type"": ""temperature""}"
3256,665.9484366,10.0.2.15,3.65.137.17,MQTT,190,41083,1883,Publish Message [factory/building2],"{""unit"": ""K"", ""long"": 56, ""description"": ""Room Temperature"", ""lat"": 86, ""range"": [6, 58], ""type"": ""temperature""}"
3257,666.003901,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=27),
3258,666.9243503,127.0.0.1,127.0.0.1,MQTT,197,47681,1883,Publish Message [factory/room1],"{""unit"": ""K"", ""long"": 74, ""description"": ""Room Temperature"", ""lat"": 91, ""range"": [5, 41], ""type"": ""temperature""}"
3259,666.9249742,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=5),
3260,666.9250286,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=9),
3261,666.9250681,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=21),
3262,667.3721151,127.0.0.1,127.0.0.1,MQTT,203,47681,1883,Publish Message [hospital/facility2],"{""unit"": ""C"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 87, ""range"": [1, 38], ""type"": ""temperature""}"
3263,667.5283943,127.0.0.1,127.0.0.1,MQTT,216,38975,1883,Publish Message [university/department2/section2],"{""unit"": ""C"", ""long"": 81, ""description"": ""Room Temperature"", ""lat"": 51, ""range"": [4, 37], ""type"": ""temperature""}"
3264,667.7513758,127.0.0.1,127.0.0.1,MQTT,203,38975,1883,Publish Message [hospital/facility2],"{""unit"": ""C"", ""long"": 84, ""description"": ""Room Temperature"", ""lat"": 77, ""range"": [3, 47], ""type"": ""temperature""}"
3265,667.8757731,127.0.0.1,127.0.0.1,MQTT,217,57679,1883,Publish Message [university/building2/room6/light],"{""unit"": ""F"", ""long"": 84, ""description"": ""Room Temperature"", ""lat"": 77, ""range"": [6, 41], ""type"": ""temperature""}"
3266,667.8759234,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=10),
3267,667.8759398,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=2),
3268,667.8759501,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=22),
3269,669.015286,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=12),
3270,669.0153542,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=11),
3271,669.3218305,127.0.0.1,127.0.0.1,MQTT,87,57679,1883,Publish Message [metaverse/room1],
3272,669.8909403,127.0.0.1,127.0.0.1,MQTT,205,51249,1883,Publish Message [hospital/department2],"{""unit"": ""K"", ""long"": 40, ""description"": ""Room Temperature"", ""lat"": 87, ""range"": [2, 44], ""type"": ""temperature""}"
3273,669.89136,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=8),
3274,670.3217841,127.0.0.1,127.0.0.1,MQTT,108,38975,1883,Publish Message [hospital/department2/area0/pollution],
3275,670.7509667,10.0.2.15,3.65.137.17,MQTT,195,41083,1883,Publish Message [university/room1/area0],"{""unit"": ""C"", ""long"": 86, ""description"": ""Room Temperature"", ""lat"": 55, ""range"": [8, 43], ""type"": ""temperature""}"
3276,670.795625,3.65.137.17,10.0.2.15,MQTT,196,1883,47723,Publish Message [university/room1/area0],"{""unit"": ""C"", ""long"": 86, ""description"": ""Room Temperature"", ""lat"": 55, ""range"": [8, 43], ""type"": ""temperature""}"
3277,670.8624967,127.0.0.1,127.0.0.1,MQTT,216,51249,1883,Publish Message [university/room1/section2/light],"{""unit"": ""C"", ""long"": 72, ""description"": ""Room Temperature"", ""lat"": 57, ""range"": [2, 59], ""type"": ""temperature""}"
3278,670.8626544,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=34),
3279,670.8626762,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=5),
3280,670.8626902,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=6),
3281,670.8627039,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=24),
3282,671.2467214,127.0.0.1,127.0.0.1,MQTT,101,38975,1883,Publish Message [university/facility2/section2],
3283,671.7173491,10.0.2.15,52.29.173.150,MQTT,58,55677,1883,Ping Request,
3284,671.7362998,52.29.173.150,10.0.2.15,MQTT,62,1883,55677,Ping Response,
3285,671.9195585,127.0.0.1,127.0.0.1,MQTT,229,47681,1883,Publish Message [metaverse/building2/section2/hydraulic_valve],"{""unit"": ""C"", ""long"": 65, ""description"": ""Room Temperature"", ""lat"": 83, ""range"": [1, 30], ""type"": ""temperature""}"
3286,671.9200159,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=34),
3287,671.9201544,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=11),
3288,672.3964841,10.0.2.15,91.121.93.94,MQTT,195,46495,1883,Publish Message [metaverse/department2],"{""unit"": ""K"", ""long"": 66, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [8, 42], ""type"": ""temperature""}"
3289,672.4234992,91.121.93.94,10.0.2.15,MQTT,194,1883,35239,Publish Message [metaverse/department2],"{""unit"": ""K"", ""long"": 66, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [8, 42], ""type"": ""temperature""}"
3290,673.0464177,10.0.2.15,52.29.173.150,MQTT,58,57265,1883,Ping Request,
3291,673.0622531,52.29.173.150,10.0.2.15,MQTT,62,1883,57265,Ping Response,
3292,673.3908775,127.0.0.1,127.0.0.1,MQTT,205,38975,1883,Publish Message [hospital/department2],"{""unit"": ""F"", ""long"": 67, ""description"": ""Room Temperature"", ""lat"": 83, ""range"": [6, 35], ""type"": ""temperature""}"
3293,673.7120133,127.0.0.1,127.0.0.1,MQTT,208,57679,1883,Publish Message [university/department2],"{""unit"": ""K"", ""long"": 82, ""description"": ""Room Temperature"", ""lat"": 86, ""range"": [10, 57], ""type"": ""temperature""}"
3294,674.0423695,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=13),
3295,674.4252545,127.0.0.1,127.0.0.1,MQTT,209,47681,1883,Publish Message [hospital/building2/area0],"{""unit"": ""K"", ""long"": 63, ""description"": ""Room Temperature"", ""lat"": 41, ""range"": [7, 54], ""type"": ""temperature""}"
3296,674.6178119,10.0.2.15,91.121.93.94,MQTT,79,56513,1883,Publish Message [metaverse/building2],
3297,674.6453112,91.121.93.94,10.0.2.15,MQTT,79,1883,35239,Publish Message [metaverse/building2],
3298,674.9696242,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=14),
3299,675.0558044,127.0.0.1,127.0.0.1,MQTT,215,57679,1883,Publish Message [metaverse/department2/section2],"{""unit"": ""F"", ""long"": 58, ""description"": ""Room Temperature"", ""lat"": 70, ""range"": [2, 36], ""type"": ""temperature""}"
3300,675.9756407,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=18),
3301,675.9756642,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=15),
3302,675.9756766,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=11),
3303,676.3407821,127.0.0.1,127.0.0.1,MQTT,117,57679,1883,Publish Message [university/building2/section2/hydraulic_valve],
3304,676.4412656,10.0.2.15,3.65.137.17,MQTT,203,41083,1883,Publish Message [hospital/room1/area0/pollution],"{""unit"": ""K"", ""long"": 45, ""description"": ""Room Temperature"", ""lat"": 58, ""range"": [2, 59], ""type"": ""temperature""}"
3305,676.4605134,52.29.173.150,10.0.2.15,MQTT,204,1883,60609,Publish Message [hospital/room1/area0/pollution],"{""unit"": ""K"", ""long"": 45, ""description"": ""Room Temperature"", ""lat"": 58, ""range"": [2, 59], ""type"": ""temperature""}"
3306,676.4647779,52.29.173.150,10.0.2.15,MQTT,204,1883,57265,Publish Message [hospital/room1/area0/pollution],"{""unit"": ""K"", ""long"": 45, ""description"": ""Room Temperature"", ""lat"": 58, ""range"": [2, 59], ""type"": ""temperature""}"
3307,677.9987778,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=19),
3308,677.9988452,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=13),
3309,678.0524132,127.0.0.1,127.0.0.1,MQTT,224,38975,1883,Publish Message [university/building2/floor3/temperature],"{""unit"": ""K"", ""long"": 58, ""description"": ""Room Temperature"", ""lat"": 73, ""range"": [8, 47], ""type"": ""temperature""}"
3310,678.5248932,10.0.2.15,91.121.93.94,MQTT,195,46495,1883,Publish Message [university/building2],"{""unit"": ""K"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [0, 53], ""type"": ""temperature""}"
3311,678.5586022,91.121.93.94,10.0.2.15,MQTT,194,1883,35239,Publish Message [university/building2],"{""unit"": ""K"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [0, 53], ""type"": ""temperature""}"
3312,678.5587395,91.121.93.94,10.0.2.15,MQTT,194,1883,43133,Publish Message [university/building2],"{""unit"": ""K"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [0, 53], ""type"": ""temperature""}"
3313,678.565289,91.121.93.94,10.0.2.15,MQTT,194,1883,35239,Publish Message [university/building2],"{""unit"": ""K"", ""long"": 96, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [0, 53], ""type"": ""temperature""}"
3314,678.6252442,10.0.2.15,3.65.137.17,MQTT,193,41083,1883,Publish Message [university/facility2],"{""unit"": ""K"", ""long"": 53, ""description"": ""Room Temperature"", ""lat"": 59, ""range"": [5, 40], ""type"": ""temperature""}"
3315,678.8579898,10.0.2.15,3.65.137.17,MQTT,188,41083,1883,Publish Message [metaverse/room1],"{""unit"": ""K"", ""long"": 56, ""description"": ""Room Temperature"", ""lat"": 94, ""range"": [1, 33], ""type"": ""temperature""}"
3316,678.9970957,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=3),
3317,678.9971148,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=22),
3318,679.0622903,10.0.2.15,91.121.93.94,MQTT,203,56513,1883,Publish Message [factory/room1/floor3/pollution],"{""unit"": ""C"", ""long"": 57, ""description"": ""Room Temperature"", ""lat"": 40, ""range"": [8, 53], ""type"": ""temperature""}"
3319,679.1890599,10.0.2.15,91.121.93.94,MQTT,208,56513,1883,Publish Message [hospital/building2/floor3/pollution],"{""unit"": ""C"", ""long"": 72, ""description"": ""Room Temperature"", ""lat"": 99, ""range"": [5, 38], ""type"": ""temperature""}"
3320,679.4591382,127.0.0.1,127.0.0.1,MQTT,209,51249,1883,Publish Message [hospital/facility2/room6],"{""unit"": ""K"", ""long"": 98, ""description"": ""Room Temperature"", ""lat"": 85, ""range"": [9, 41], ""type"": ""temperature""}"
3321,679.6589473,10.0.2.15,91.121.93.94,MQTT,212,46495,1883,Publish Message [factory/department2/floor3/temperature],"{""unit"": ""C"", ""long"": 95, ""description"": ""Room Temperature"", ""lat"": 77, ""range"": [0, 58], ""type"": ""temperature""}"
3322,679.8759198,10.0.2.15,3.65.137.17,MQTT,202,41083,1883,Publish Message [university/department2/room6],"{""unit"": ""C"", ""long"": 57, ""description"": ""Room Temperature"", ""lat"": 100, ""range"": [8, 42], ""type"": ""temperature""}"
3323,679.9667383,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=14),
3324,680.1465779,127.0.0.1,127.0.0.1,MQTT,217,57679,1883,Publish Message [factory/room1/floor3/temperature],"{""unit"": ""F"", ""long"": 70, ""description"": ""Room Temperature"", ""lat"": 88, ""range"": [1, 49], ""type"": ""temperature""}"
3325,680.5666966,127.0.0.1,127.0.0.1,MQTT,197,51249,1883,Publish Message [factory/room1],"{""unit"": ""F"", ""long"": 82, ""description"": ""Room Temperature"", ""lat"": 45, ""range"": [1, 57], ""type"": ""temperature""}"
3326,680.80658,127.0.0.1,127.0.0.1,MQTT,215,47681,1883,Publish Message [hospital/facility2/area0/light],"{""unit"": ""C"", ""long"": 47, ""description"": ""Room Temperature"", ""lat"": 47, ""range"": [2, 55], ""type"": ""temperature""}"
3327,681.0099804,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=15),
3328,681.6878916,127.0.0.1,127.0.0.1,MQTT,208,47681,1883,Publish Message [university/room1/room6],"{""unit"": ""K"", ""long"": 83, ""description"": ""Room Temperature"", ""lat"": 93, ""range"": [10, 35], ""type"": ""temperature""}"
3329,681.9788338,127.0.0.1,127.0.0.1,MQTT,94,51249,1883,Publish Message [university/room1/room6],
3330,681.9789995,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=1),
3331,681.9790131,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=21),
3332,682.1219821,10.0.2.15,91.121.93.94,MQTT,212,46495,1883,Publish Message [metaverse/department2/floor3/pollution],"{""unit"": ""F"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 70, ""range"": [0, 56], ""type"": ""temperature""}"
3333,682.1639233,91.121.93.94,10.0.2.15,MQTT,211,1883,35239,Publish Message [metaverse/department2/floor3/pollution],"{""unit"": ""F"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 70, ""range"": [0, 56], ""type"": ""temperature""}"
3334,682.2215677,10.0.2.15,91.121.93.94,MQTT,211,56513,1883,Publish Message [metaverse/building2/section2/pollution],"{""unit"": ""C"", ""long"": 50, ""description"": ""Room Temperature"", ""lat"": 88, ""range"": [5, 39], ""type"": ""temperature""}"
3335,682.2480387,91.121.93.94,10.0.2.15,MQTT,211,1883,35239,Publish Message [metaverse/building2/section2/pollution],"{""unit"": ""C"", ""long"": 50, ""description"": ""Room Temperature"", ""lat"": 88, ""range"": [5, 39], ""type"": ""temperature""}"
3336,682.2624642,10.0.2.15,91.121.93.94,MQTT,195,56513,1883,Publish Message [university/room1/room6],"{""unit"": ""K"", ""long"": 89, ""description"": ""Room Temperature"", ""lat"": 87, ""range"": [0, 59], ""type"": ""temperature""}"
3337,682.2937406,91.121.93.94,10.0.2.15,MQTT,195,1883,35239,Publish Message [university/room1/room6],"{""unit"": ""K"", ""long"": 89, ""description"": ""Room Temperature"", ""lat"": 87, ""range"": [0, 59], ""type"": ""temperature""}"
3338,682.2938316,91.121.93.94,10.0.2.15,MQTT,195,1883,43133,Publish Message [university/room1/room6],"{""unit"": ""K"", ""long"": 89, ""description"": ""Room Temperature"", ""lat"": 87, ""range"": [0, 59], ""type"": ""temperature""}"
3339,682.856895,127.0.0.1,127.0.0.1,MQTT,204,47681,1883,Publish Message [metaverse/building2],"{""unit"": ""F"", ""long"": 69, ""description"": ""Room Temperature"", ""lat"": 61, ""range"": [5, 52], ""type"": ""temperature""}"
3340,682.9336185,127.0.0.1,127.0.0.1,MQTT,86,38975,1883,Publish Message [hospital/room1],
3341,682.9341625,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=23),
3342,682.9343158,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=3),
3343,682.9343553,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=4),
3344,682.9343932,127.0.0.1,127.0.0.1,MQTT,72,1883,47681,Publish Received (id=16),
3345,682.949621,10.0.2.15,91.121.93.94,MQTT,220,46495,1883,Publish Message [metaverse/department2/section2/hydraulic_valve],"{""unit"": ""C"", ""long"": 51, ""description"": ""Room Temperature"", ""lat"": 73, ""range"": [6, 32], ""type"": ""temperature""}"
3346,682.9789456,91.121.93.94,10.0.2.15,MQTT,219,1883,35239,Publish Message [metaverse/department2/section2/hydraulic_valve],"{""unit"": ""C"", ""long"": 51, ""description"": ""Room Temperature"", ""lat"": 73, ""range"": [6, 32], ""type"": ""temperature""}"
3347,683.3146024,127.0.0.1,127.0.0.1,MQTT,216,57679,1883,Publish Message [factory/room1/section2/humidity],"{""unit"": ""C"", ""long"": 88, ""description"": ""Room Temperature"", ""lat"": 68, ""range"": [7, 37], ""type"": ""temperature""}"
3348,683.6073277,10.0.2.15,91.121.93.94,MQTT,185,56513,1883,Publish Message [factory/room1],"{""unit"": ""K"", ""long"": 73, ""description"": ""Room Temperature"", ""lat"": 92, ""range"": [5, 51], ""type"": ""temperature""}"
3349,683.9288453,127.0.0.1,127.0.0.1,MQTT,205,47681,1883,Publish Message [hospital/room1/room6],"{""unit"": ""F"", ""long"": 86, ""description"": ""Room Temperature"", ""lat"": 40, ""range"": [7, 37], ""type"": ""temperature""}"
3350,683.9292508,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=25),
3351,684.2831567,10.0.2.15,3.65.137.17,MQTT,207,41083,1883,Publish Message [hospital/facility2/area0/pollution],"{""unit"": ""K"", ""long"": 81, ""description"": ""Room Temperature"", ""lat"": 82, ""range"": [6, 48], ""type"": ""temperature""}"
